1343, 341, 1
777, 1921, 1
721, 703, 1
1673, 1249, 1
134, 607, 1
971, 988, 1
643, 1008, 1
997, 1897, 1
1446, 47, 1
1004, 989, 1
1041, 1249, 1
1633, 1690, 1
646, 348, 1
626, 1661, 1
991, 444, 1
1560, 440, 3
1366, 1303, 1
1622, 1743, 1
418, 335, 1
3, 475, 1
1634, 676, 1
146, 183, 1
1244, 1125, 1
1292, 63, 1
104, 1195, 1
1237, 1805, 1
509, 1354, 1
1809, 1171, 1
1684, 1380, 1
1064, 961, 1
532, 1133, 1
708, 1991, 1
1347, 412, 1
1434, 408, 1
1784, 1039, 1
494, 1277, 1
1276, 388, 2
767, 826, 1
1688, 95, 1
447, 255, 1
1389, 555, 1
446, 404, 2
1572, 430, 1
1188, 1480, 1
1992, 441, 1
497, 1596, 2
1760, 1993, 1
1922, 1142, 1
1468, 1011, 1
461, 1155, 2
1749, 514, 1
1221, 1725, 1
1326, 1911, 1
194, 790, 1
426, 743, 1
399, 1917, 2
238, 1741, 2
916, 1829, 1
1962, 1376, 1
296, 1036, 1
697, 217, 1
1795, 1908, 1
1876, 1525, 1
999, 189, 1
1584, 1603, 1
1695, 384, 1
1478, 587, 1
1211, 1012, 1
1764, 676, 2
879, 741, 1
1711, 1921, 1
25, 1777, 1
637, 1361, 1
794, 1656, 1
151, 1700, 1
558, 1096, 1
1168, 1876, 1
1749, 1398, 1
790, 1447, 1
1425, 1126, 1
388, 574, 1
684, 1525, 1
1357, 1391, 1
1888, 983, 1
1656, 1142, 1
1419, 150, 1
989, 1951, 1
765, 833, 1
1209, 1364, 1
1641, 914, 1
1285, 1938, 1
541, 1689, 1
398, 732, 2
1271, 464, 1
799, 1126, 1
1529, 866, 1
695, 1643, 1
274, 704, 3
448, 1946, 1
701, 1621, 1
1930, 666, 1
1906, 1702, 1
1108, 1995, 1
915, 742, 1
1731, 457, 2
378, 387, 1
1525, 1830, 1
607, 618, 1
1351, 764, 1
110, 1235, 1
968, 443, 1
1312, 1472, 1
1873, 1477, 1
1102, 1204, 1
429, 879, 2
894, 1461, 1
507, 127, 1
1844, 978, 1
1193, 861, 1
1087, 644, 1
916, 1525, 2
591, 146, 1
470, 1668, 1
1170, 137, 2
192, 19, 1
1574, 751, 1
1579, 1551, 1
654, 1073, 1
435, 745, 1
1344, 1189, 1
198, 967, 1
24, 1509, 1
1923, 904, 1
162, 765, 1
1063, 1258, 1
295, 652, 1
1636, 1121, 1
866, 529, 1
41, 470, 1
1152, 1339, 1
768, 1635, 1
1757, 370, 1
8, 202, 1
1499, 841, 1
105, 1216, 1
559, 1126, 1
1475, 951, 1
1088, 1787, 1
66, 1269, 1
811, 1667, 1
854, 1333, 1
907, 83, 1
933, 1671, 1
844, 1460, 1
231, 1210, 2
1174, 806, 1
1015, 1685, 1
1938, 117, 1
1332, 1029, 2
1632, 1168, 1
616, 1344, 1
1987, 1677, 1
1833, 1330, 1
1598, 1410, 1
1628, 872, 1
1996, 873, 1
749, 1531, 1
1905, 850, 1
727, 1228, 1
1481, 466, 1
1099, 1539, 1
1879, 606, 1
53, 103, 1
1784, 1789, 2
1089, 1061, 1
610, 1469, 1
423, 1684, 2
1375, 1287, 2
275, 608, 1
1564, 1341, 1
181, 725, 1
1633, 1721, 1
1096, 1006, 1
244, 1989, 1
533, 373, 1
1151, 1839, 2
571, 1901, 1
1873, 826, 1
587, 268, 1
245, 838, 1
27, 410, 1
348, 758, 2
1740, 914, 1
807, 469, 1
624, 1194, 1
1845, 356, 1
1862, 1170, 1
1385, 1323, 1
39, 1214, 1
1895, 243, 1
951, 1157, 1
915, 1373, 1
1660, 1434, 1
1782, 988, 1
691, 1862, 1
1917, 1562, 1
1335, 1669, 1
1819, 825, 1
379, 580, 1
824, 1177, 1
1535, 1750, 1
308, 178, 1
546, 763, 1
1359, 1730, 1
1982, 236, 1
